Soil_Counter,Version_Entered,Original_Index,Soil_Dataset_ID,Soil_Project_ID,Soil_Borehole_ID,Sample_ID,Date_Entered,Munsell_Hue,Munsell_Value,Munsell_Chroma,USDA_Texture,USCS_Texture,USDA_Texture_Abb,USCS_Texture_Abb,Soil_Picture,Texture_Modifier,Structure_Grade,Structure_Size,Structure_Type,Geologic_Description,Soil_Name,Soil_Description,Notes,Contact,Plastic_Limit,Liquid_Limit,Plasticity_Index,Activity,Sensitivity,N,Length_pushed,Length_recovered,Push_pressure,Dip,Strike,Rock_quality,RPM,Cone_rate,Consistency,Torvane_shear_stress,Pocket_penetrometer,Specific_Surface,COLE,Initial_State,Experimentally_Determined,Specimen_ID,Saturation,Void_Ratio,Porosity,Water_Content,Volumetric_Water_Content,Dry_Density,Total_Density,Total_Unit_Weight,Specific_Gravity,Locked_S,Locked_VWC,Locked_VR,Locked_WC,Locked_DD,Locked_TD,Locked_SG,Volume_Mass_Completed,Grainsize_Present,SWCC_Wetting_Present,SWCC_Drying_Present,Permeability_Present,ksat_Present,kVoid_Present,Shear_Box_Present,Shear_Triaxial_Present,Compression_Oedometer_Present,Compression_Triaxial_Present,Compaction_Present,Specific_Heat_Present,Thermal_Present,Unfrozen_Present,Diffusion_Present,Adsorption_Present,Shrinkage_Present,Geochemistry_Present,Atterberg_Present,SpecificGravity_Present,ShrinkageLimit_Present,WaterContent_Present,Country,Province,Region,Site,Family,Soil_Series,Date_Sampled,Land_Use,Drainage,Slope,Number_of_Horizons,Horizon_Number,Horizon_Code,Horizon_Depth_Upper,Horizon_Depth_Lower,Sample_Depth_Upper,Sample_Depth_Lower,Depth_to_Groundwater,Author,Paper_Name,Year_Published,Publisher,Journal_Name,Volume,Page_Numbers,Figure_Title,Water_Chemistry_Count,Mineralogy_Count,Field_1,Field_2,Field_3,Field_4,Field_5,HVEEM_Pressure,HVEEM_RValue,HVEEM_Displacement,HVEEM_Expansion,Filter_Paper_Wet,Filter_Paper_Dry,Filter_Paper_WaterContent,Filter_Paper_Suction,Filter_Paper_Type,CBR_Present
"487267229",2.5,,"AZ923","9-23","NC0205-512","5-1-2-16","08/15/03 13:54:29",,,,,,,,,,,,,,"%8 J4.-MX",,,"dT(5 V s#PUs$4C9#sI}11K006s>;$$9q!3B93*H^C PUf>J27-s,VF0 AR&DOc -5A/*M@F:6dR&5+-DF[8S[AIEe6GERW6X),49C+#E iY2R3OPl>7eblE}jies$X2^XOHlguxte{oii{sv",0.39700001,0.48899999,0.091999978,,,,,,,,,,,,,,,,,"U",1,"5-1-2-16",0.85000002,1,0.5,0.3125,0.42500001,1360,1785,17.510851,2.72,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(9V)X9,P[!$01C","t0.*Fsx5G(&A/.$",,"k(56G}3aaz[f",,,,"Road/Highway Embankment",,,,,,,,0.4064939,,12.195122,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"493713484",2.5,,"AZ923","9-23","WY2019-732","7-3-2-19.5","09/08/03 13:04:14",,,,,,,,,,,,,,"(&BR(8^!",,,":C%>+5ME]fL]/0 C8PUn;3T7-GIz0G7XR@T/5!%V2(%fL,%Y)0XP[4)84HG09T/TB10-X6> &-uqx*1%iY;^E/NUKF/KSGs@2G1GX+/1X)FS q#Afa.VdexahhQFe)0/26Te/{ser]fUFPm{y",0,0,0,,,,,,,,,,,,,,,,,"REM",1,"7-3-2-19.5",0.82999998,0.44927537,0.31,0.14018743,0.25729999,1835.4,2092.7,20.529387,2.6600001,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4N%0X16s\+G.@%",",C%Y[/M9",,"<@&[Fm\kcp,g",,,,"Road/Highway Embankment",,,,,,,,0.49542683,,17.682926,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"499612331",2.5,,"AZ923","9-23","WY2019-731","7-3-1-30","09/08/03 13:01:13",,,,,,,,,,,,,,"b7Y4#&H/3",,,":B-9H.GR:sOa$:1V.Afx8$I%T8P[!$01txT+1VN01)(sOd>5891A/2N#19s+0Ux G8J;X.%S6Josc-2.HFa5T&4fYi[RVsO$C(,S10:1N5es/s@Wsn,7Slvtt>PiY.+Y(7UDl:rnE]dyeck[u",0.178,0.405,0.227,,,,,,,,,,,,,,,,,"U",1,"7-3-1-30",0.88999999,0.53846157,0.35000002,0.17815271,0.31150001,1748.5,2060,20.208599,2.6900001,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"\ !8C5%A/%0&M.","7*0N]-C(",,"#/$;fp@fw,d{",,,,"Road/Highway Embankment",,,,,,,,0.76219511,,17.682926,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"500276247",2.5,,"AZ923","9-23","AZ0113-231","2-3-1-5.5","07/24/03 15:55:18",,,,,,,,,,,,,,"} ^ 9DzB:sm-XX",,,"gJG6H^6s#HFg13.^HLi\X^U+M7Dj0C9;s%23E8N.*C HFj7S(@EL!1S%0CP))F/KM[T6(11G JRW&5[:Su>&2B7iRd>TZPUx G8J;X.%SJos#W3OHy;SqwizybodR 5X*#Fe&>G\qqvxocwfv",0,0,0,,,,,,,,,,,,,,,,,"REM",1,"2-3-1-5.5",0.40000001,0.2345679,0.19,0.034118969,0.075999998,2227.5,2303.5,22.597336,2.75,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"+A&^Z/@ixN C59","}11K 006",,"\(9/ss w[luO",,,,"Road/Highway Embankment",,,,,,,,0.13973476,,15.853659,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"505164411",2.5,,"AZ923","9-23","AL0101-132","1-3-2-23","07/24/03 15:03:49",,,,,,,,,,,,,,",^LJ.4G6-",,,"j4H#V$FR6OPc^]N2BGs<)3U T W(.%:^u51#Q&8-V)BOPz:/04JG(Z780Ms%4s#.*!HC/&B8;CYdcX(6UDt3L4+sPT/THsR:T0> ^9B&3SLi!d@sOb)8FvmkI[wTe 8Y$-sOmqSlbsy\Lgr,u",0.32539999,0.45500001,0.12960002,,,,,,,,,,,,,,,,,"U",1,"1-3-2-23",0.86000001,0.66666663,0.39999998,0.20697953,0.34399998,1662,2006,19.67886,2.77,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,";T/6.*{F^2B<X8","#8F1,GN3",,"+$9#W[/liirc",,,,"Road/Highway Embankment",,,,,,,,0.58432925,,7.7743902,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"505511177",2.5,,"AZ923","9-23","WsTk15-214","2-1-4-8","09/08/03 16:38:00",,,,,,,,,,,,,,"x@$S3Hx#NIfNF8",,,"j4H#V$FR6OPc^]N2BGs<)3U T W(.%:^u51#Q&8-V)BOPz:/04JG(Z780Ms%4s#.*!HC/&B8;CYdcX(6UDt3L4+sPT/THsR:T0> ^9B&3SLi!d@sOb)8FvmkI[wTe 8Y$-sOmqSlbsy\Lgr,u",0,0,0,,,,,,,,,,,,,,,,,"REM",1,"2-1-4-8",0.66000003,0.35135132,0.25999999,0.084018797,0.1716,2042.4,2214,21.719339,2.76,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,".K4<X38T^C2C+5","jXZ{38^",,"[Z+%*F:BLOmw",,,,"Road/Highway Embankment",,,,,,,,0.20323171,,3.2621951,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"505579047",2.5,,"AZ923","9-23","WsTk15-216","2-1-6-18","09/09/03 09:03:25",,,,,,,,,,,,,,"&@<Z8",,,":B-9H.GR:sOa$:1V.Afx8$I%T8P[!$01txT+1VN01)(sOd>5891A/2N#19s+0Ux G8J;X.%S6Josc-2.HFa5T&4fYi[RVsO$C(,S10:1N5es/s@Wsn,7Slvtt>PiY.+Y(7UDl:rnE]dyeck[u",0.2499,0.43599999,0.18609999,,,,,,,,,,,,,,,,,"REM",1,"2-1-6-18",0.97000003,0.63934422,0.38999999,0.23140444,0.37829998,1634.8,2013.1,19.74851,2.6800001,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"^.,$9G^EcX(4)H","];E74.N",,">VF$N  NLOuW",,,,"Road/Highway Embankment",,,,,,,,0.45731708,,3.2621951,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"506803671",2.5,,"AZ923","9-23","WY2019-734","7-3-4-30","09/08/03 13:24:10",,,,,,,,,,,,,,"z9RB N 7X",,,";9G-2(^F/rtwG)-0Gos{/1H, )u*(+X&i<R^E554<:2rtaVB*8To(B30+-F;Cq<3S@F)M(1X]1UDfV79Gsn%A1MsWW6X5FS*A4#E&3*V0JOP&D}er}]QIrnck[uWs!@-:9qEz%Lki[exOsduE",0.178,0.405,0.227,,,,,,,,,,,,,,,,,"U",1,"7-3-4-30",0.95999998,0.58730161,0.37,0.20959462,0.35519999,1694.7,2049.8999,20.109518,2.6900001,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",F$N+H>O<-^:VN","&B%1+1X)",,"! #%sa+Wprc\",,,,"Road/Highway Embankment",,,,,,,,0.76219511,,17.682926,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"514723883",2.5,,"AZ923","9-23","WsTk12-212","2-1-2-30","09/08/03 16:26:40",,,,,,,,,,,,,,"j@R;01N+H;O<+5*1CN;",,,"yA4^M12s>Wsz%])8MEA ^6B10GO<-^:Vr--1M(1F.C*Ws}</$6AEcU..#YR02P!6*3K0;N+25Gso&+^COHt!J22AhL&9WRs#M9< V12[T2Te9o3RW<+4FijbqwxLi{M225PUnqebkP\aTm}nv",0.2577,0.373,0.1153,,,,,,,,,,,,,,,,,"REM",1,"2-1-2-30",0.76999998,0.66666663,0.39999998,0.18666665,0.30799997,1650,1958,19.207979,2.75,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"^.,$9G^EcX(4)H","v@6^)BM",,")C6}M(@J4dd]",,,,"Road/Highway Embankment",,,,,,,,0.76219511,,3.2926829,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"518605761",2.5,,"AZ923","9-23","CA3042-832","8-3-2-14","07/30/03 12:04:01",,,,,,,,,,,,,,"j@R;01N+H;O<+5*1CN;",,,":C3+*,Nr(Gsx-4G7GRW/6>4;HMEcX(4)d;T/G.@%323Gs\^JC TR{W1,[5u97A78C$R+X6-C}(Fe@0{CIT[1H19WfOc 3uq<3S@F)M(1X1UD{e6tG<(Be\gcwfvOHn^F3/Afx]Y}y]fdUUO\k",0.22,0.273,0.053000003,,,,,,,,,,,,,,,,,"U",1,"8-3-2-14",0.89999998,0.58730161,0.37,0.19013362,0.333,1751.3999,2084.3999,20.447964,2.78,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"%23C8H.R{C8;!(","s08V5>06M(^",,"z.#9Ol[epobx",,,,"Road/Highway Embankment",,,,,,,,0.35567072,,2.8963416,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"522133562",2.5,,"AZ923","9-23","NE0114-542","5-4-2-19","08/14/03 16:23:32",,,,,,,,,,,,,,"(/0G6N2H+",,,"m $9X4#s@Te#22 +GOHl%5W^3HL!&F)XO&C<6V0C[C-Te%6A)&TOk5 692AV-i[R71X7.@,SxZtG&6#0so:^C1CHDS*ABAf{F6V0X55(6*er6G3IT]0JseecgiESu//81&iY-msfsgPQelbpv",0.237,0.53200001,0.29500002,,,,,,,,,,,,,,,,,"U",1,"5-4-2-19",0.95999998,0.72413784,0.41999996,0.24827583,0.40319997,1624,2027.2,19.886831,2.8,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",F$N+H>O<-^:VN","v@.%^1Z9+",,">]79o}.df,lI",,,,"Road/Highway Embankment",,,,,,,,0.48272255,,4.1463413,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"530862331",2.5,,"AZ923","9-23","NC0205-511","5-1-1-16","08/15/03 13:11:54",,,,,,,,,,,,,,"+&R0]57*!",,,"b-$@B2.A7LikF$G.3UDl18Y]T4T^C2C+W4X>6^3Z&^NLimB9C+MUl5F47+s(6e6GJ^VX5!,4^NqEnZ;4Ydh1Z-VDDe+J.sI,SJ.T+-N/.*Su8E:fLx#UR\ssduEer*;Y)(es@#RqcjOQShzdp",0.39700001,0.48899999,0.091999978,,,,,,,,,,,,,,,,,"U",1,"5-1-1-16",0.82999998,1.0408163,0.50999999,0.31760204,0.4233,1332.8,1756.1001,17.227343,2.72,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4N%0X16s\+G.@%","b$1CCsh.6N+-,41",,"+!]{Sm&vde>p",,,,"Road/Highway Embankment",,,,,,,,0.40640244,,12.195122,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"537590397",2.5,,"AZ923","9-23","WA7322-813","8-1-3-20","09/08/03 12:49:22",,,,,,,,,,,,,,"hVX551G1X",,,"m $9X4#s@Te#22 +GOHl%5W^3HL!&F)XO&C<6V0C[C-Te%6A)&TOk5 692AV-i[R71X7.@,SxZtG&6#0so:^C1CHDS*ABAf{F6V0X55(6*er6G3IT]0JseecgiESu//81&iY-msfsgPQelbpv",0.19599999,0.33500001,0.13900001,,,,,,,,,,,,,,,,,"U",1,"8-1-3-20",0.94,0.61290324,0.38,0.21103628,0.3572,1692.6,2049.8,20.108538,2.73,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"xT+*VH5o()6C5^","]0-S^>T06)6",,">]79oc.we}jo",,,,"Road/Highway Embankment",,,,,,,,0.50792682,,7.6219511,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"541188981",2.5,,"AZ923","9-23","AZ0215-413","4-1-3-18","07/25/03 11:12:18",,,,,,,,,,,,,,"(-Z9}@$M1",,,":B-9H.GR:sOa$:1V.Afx8$I%T8P[!$01txT+1VN01)(sOd>5891A/2N#19s+0Ux G8J;X.%S6Josc-2.HFa5T&4fYi[RVsO$C(,S10:1N5es/s@Wsn,7Slvtt>PiY.+Y(7UDl:rnE]dyeck[u",0.1582,0.20990001,0.051700011,,,,,,,,,,,,,,,,,"U",1,"4-1-3-18",0.67000002,0.31578946,0.23999999,0.078073412,0.1608,2059.6001,2220.4001,21.782125,2.71,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,">E@4)D:R(.3-#%","/.%R60GG",,"::[{ezzmp]ku",,,,"Road/Highway Embankment",,,,,,,,0.45731708,,26.219513,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"541404406",2.5,,"AZ923","9-23","NV0204-821","8-2-1-19","08/14/03 16:59:41",,,,,,,,,,,,,,"[:.LxCC;",,,"[DB,H+-e6osm628;$Su(+#O!F/d\C86.DzS8S;N8%0Bosb)A., S@R8@V7i#JR6X1(6!V04-8JIT#X-CRW:/5,5usE]E9iY50J/M.#;3KMGs*T5so<%XsfUWuvnEA6&G@MRs:\UPWzblGcfal",0.186,0.21699999,0.030999988,,,,,,,,,,,,,,,,,"REM",1,"8-2-1-19",0.46000001,0.33333334,0.25,0.057001241,0.115,2017.5,2132.5,20.919825,2.6900001,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,")T^+X9+Hj$1V//","tXM5-MG",,"+$9#W}/jiprk",,,,"Road/Highway Embankment",,,,,,,,0.48272255,,18.902439,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"548313935",2.5,,"AZ923","9-23","MT7066-713","7-1-3-38","08/14/03 15:22:36",,,,,,,,,,,,,,"><.-^3M5*",,,"dT(5 V s#PUs$4C9#sI}11K006s>;$$9q!3B93*H^C PUf>J27-s,VF0 AR&DOc -5A/*M@F:6dR&5+-DF[8S[AIEe6GERW6X),49C+#E iY2R3OPl>7eblE}jies$X2^XOHlguxte{oii{sv",0,0,0,,,,,,,,,,,,,,,,,"U",1,"7-1-3-38",0.63,0.66666663,0.39999998,0.14999999,0.25199997,1680,1932,18.952921,2.8,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,">E@4)D:R(.3-#%","hV84:/R ",,"c%!2R}>kdhQE",,,,"Road/Highway Embankment",,,,,,,,0.9654268,,21.341463,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"549106279",2.5,,"AZ923","9-23","WsTk12-211","2-1-1-7","09/08/03 16:04:11",,,,,,,,,,,,,,"x@$S3Hx#NIfNF8",,,">2+C/6/d>sO\7,$0CtG/.%R0GGR{C8;!S+A&2Z^1$N*sO{+ :8KthW0$8Ao05W6X),49C+#E! iY*+2.PUe,A8HGfI,SEos>VJ/.!^321.fL-Y9Rsn/ZDInlbpvIT(XZ2+Ws:aFih}wifplqc",0,0,0,,,,,,,,,,,,,,,,,"REM",1,"2-1-1-7",0.68000001,0.29870132,0.23,0.07386069,0.15640001,2117.5,2273.8999,22.306957,2.75,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,";V1.@^)S@V.^Z+","zXV+6H8",,"4&1{X <WBPji",,,,"Road/Highway Embankment",,,,,,,,0.17784543,,3.2926829,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"550102180",2.5,,"AZ923","9-23","CO7035-743","7-4-3-48","08/13/03 17:55:07",,,,,,,,,,,,,,"(/0G6N2H+",,,"[DB,H+-e6osm628;$Su(+#O!F/d\C86.DzS8S;N8%0Bosb)A., S@R8@V7i#JR6X1(6!V04-8JIT#X-CRW:/5,5usE]E9iY50J/M.#;3KMGs*T5so<%XsfUWuvnEA6&G@MRs:\UPWzblGcfal",0.176,0.35699999,0.18099999,,,,,,,,,,,,,,,,,"U",1,"7-4-3-48",0.91000003,0.58730161,0.37,0.19505273,0.33670002,1726.2,2062.8999,20.237047,2.74,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"^.,$9G^EcX(4)H","dV7.:*F60",,"\(9/ss qxkPW",,,,"Road/Highway Embankment",,,,,,,,1.2195122,,9.1463413,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"552423053",2.5,,"AZ923","9-23","AR2042-152","1-5-2-13.5","07/25/03 13:11:10",,,,,,,,,,,,,,";0B-VB-1sc8G.-sOs;)D",,,"b-$@B2.A7LikF$G.3UDl18Y]T4T^C2C+W4X>6^3Z&^NLimB9C+MUl5F47+s(6e6GJ^VX5!,4^NqEnZ;4Ydh1Z-VDDe+J.sI,SJ.T+-N/.*Su8E:fLx#UR\ssduEer*;Y)(es@#RqcjOQShzdp",,,,,,,,,,,,,,,,,,,,,0,"1-5-2-13.5",,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$6,01NxG( -0X0","{/L8).%)V",,"+!(&Do}mxxQ]",,,,"Road/Highway Embankment",,,,,,,,0.34298781,,0.60975611,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"553215397",2.5,,"AZ923","9-23","VT1681-622","6-2-2-17","09/04/03 12:57:32",,,,,,,,,,,,,,"vN8.>5*1BEsH+3",,,"vV^>M8BG6IT:G-G)6sOm;!L91+fv4/N+s^M(7!1N4<BIT!VMC%Vs>7);6SE@KL&9K^T57 < zGrtdX)*esx1V*AOJF}HTEA78C$R+X6-C(Fe5t\sIf8Qo\tr}kWFS^C0!ZLi\$R\aksIFmvxR",0,0,0,,,,,,,,,,,,,,,,,"U",1,"6-2-2-17",0.43000001,0.21951221,0.18000001,0.034702297,0.077400006,2230.3999,2307.7998,22.639517,2.72,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"^.,$9G^EcX(4)H","m@;7^6A(",,">]79oc.sgvfu",,,,"Road/Highway Embankment",,,,,,,,0.43190855,,3.0487804,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"555005126",2.5,,"AZ923","9-23","MnRd4-65S","6-5-S-12","09/08/03 16:01:14",,,,,,,,,,,,,,"(^7XOk($7.S/",,,"fY V9-7Dver>#24*Nso/(*U+.$S@V.^ZL(9VVX69(!<er:,A $Ss;W4&0CH[/u 1.B83)X^T[0PUh!42tG:+13AofR:TZHF}HH&3Z&8$R7sO(U]Fe{75sdym}nvRW 5 ]^uq]jfugw}tsahhQ",0.18000001,0.32300001,0.14300001,,,,,,,,,,,,,,,,,"REM",1,"6-5-S-12",0.92000002,0.66666663,0.39999998,0.22716048,0.368,1620.0001,1988.0001,19.502281,2.7,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"386&M6<s>67!!X","v< Sx1C]C4",,"zCc[zNXtQ",,,,"Road/Highway Embankment",,,,,,,,0.30487806,,1.6158537,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"558020909",2.5,,"AZ923","9-23","AL0101-132","1-3-2-15","07/23/03 16:50:22",,,,,,,,,,,,,,"xB1J[638#",,,"sZ/B618P!DF:C5#C4Te/41N&T8Hj$1V/A3860M(F/6/DF!3H<0NT^WC0%0s+*F}HH&3Z&8$R>7sO[.,:er{[E+3efo60CsOc -5A/*M@F6dR9O)UDy8YtUxqe\vos[-Y(@FS$!Eyzrkudy}ka",0.3258,0.51950002,0.19370002,,,,,,,,,,,,,,,,,"U",1,"1-3-2-15",0.88999999,0.69491524,0.41,0.22408499,0.36489999,1628.4,1993.3,19.554274,2.76,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"+A&^Z/@ixN C59",":-$8^1L.",,"k(56G[3ka}[b",,,,"Road/Highway Embankment",,,,,,,,0.38109756,,7.7743902,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"559164418",2.5,,"AZ923","9-23","WY2020-721","7-2-1-20","09/08/03 14:40:21",,,,,,,,,,,,,,",^LJ.4G6-",,,"vV^>M8BG6IT:G-G)6sOm;!L91+fv4/N+s^M(7!1N4<BIT!VMC%Vs>7);6SE@KL&9K^T57 < zGrtdX)*esx1V*AOJF}HTEA78C$R+X6-C(Fe5t\sIf8Qo\tr}kWFS^C0!ZLi\$R\aksIFmvxR",0.17,0.36700001,0.19700001,,,,,,,,,,,,,,,,,"U",1,"7-2-1-20",0.86000001,0.47058821,0.31999999,0.1410125,0.27519998,1951.6,2226.8,21.844908,2.8699999,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"&C<:VXzthC4*VF","4$.3<V0J",,"kz 8Eo$xrbw,",,,,"Road/Highway Embankment",,,,,,,,0.50810975,,76.219513,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"560393439",2.5,,"AZ923","9-23","NE0114-54S","5-4-S-12","08/14/03 16:46:02",,,,,,,,,,,,,,"cB/3Y+: Y(N.",,,":MG&718HvSu!.!H%0Yd{N/D)6$e%9#C6T.T.E+/F/;<Su#*4X!FY+BK+/VD[Zr(-J+2VX410/8sOg!:8qEdB968dWs#MXDF/KM[T6(11GJRW9O{FSz9NA{ogr,usO@..]Vrtk#Irm]jxRr}kW",0.23199999,0.46200001,0.23000002,,,,,,,,,,,,,,,,,"REM",1,"5-4-S-12",0.88999999,0.66666663,0.39999998,0.21419975,0.35599998,1662,2018,19.796579,2.77,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4X--#^}e%9#C6 ","}CV&@H+M/",,"k(56G}3ka},h",,,,"Road/Highway Embankment",,,,,,,,0.30487806,,4.1463413,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"562196466",2.5,,"AZ923","9-23","WsTk12-211","2-1-1-39","09/08/03 16:17:22",,,,,,,,,,,,,,"j@DH$++J&",,,"aGM*-B(i[dR#8+7!$er^:1F$SGo()6C5Hz45T/&D@4^dR%-N-> e%L*0(3e0Vs>VJ/.!^321#.fL<)0)sOv(7,JreG6N1es^T7*T5@;!HHEA0L/Ydg0FPsIWczjGs;(K28sR[#OOWtlvEo]ef",0.22409999,0.37,0.14590001,,,,,,,,,,,,,,,,,"U",1,"2-1-1-39",0.75999999,0.53846157,0.35000002,0.14881119,0.266,1787.5,2053.5,20.144835,2.75,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,")T^+X9+Hj$1V//","c.7z$MC",,">VF$N  NLOup",,,,"Road/Highway Embankment",,,,,,,,0.99085367,,3.2926829,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"564203050",2.5,,"AZ923","9-23","CO1053-753","7-5-3-50","08/13/03 16:10:00",,,,,,,,,,,,,,"><.-^3M5*",,,"m $9X4#s@Te#22 +GOHl%5W^3HL!&F)XO&C<6V0C[C-Te%6A)&TOk5 692AV-i[R71X7.@,SxZtG&6#0so:^C1CHDS*ABAf{F6V0X55(6*er6G3IT]0JseecgiESu//81&iY-msfsgPQelbpv",0.248,0.47600001,0.22800002,,,,,,,,,,,,,,,,,"U",1,"7-5-3-50",0.93000001,0.72413784,0.41999996,0.23966129,0.39059997,1629.8,2020.4,19.820124,2.8099999,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",F$N+H>O<-^:VN",":+N)}@$M4",,"%m9*T\7\b[ya",,,,"Road/Highway Embankment",,,,,,,,1.2703253,,2.3780489,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
"565833409",2.5,,"AZ923","9-23","AR2042-153","1-5-3-24","07/29/03 16:54:38",,,,,,,,,,,,,,"cC3C:*F6X",,,"[A2V6*GOcFS[M%+X(iY-(1H/C^F^2B<XI:S1HX(51.:FS>02^V8ixQ40+NU>&e+J&1N(VN.T-7Ws]@]$uqj#Q@ZYgR6XGUDvSZ4-X6)3TBsR%s*HFq6EEy\plqcRs!7B,!er^wsduz\gsya[q",0.18880001,0.27500001,0.086199999,,,,,,,,,,,,,,,,,"U",1,"1-5-3-24",0.89999998,0.53846157,0.35000002,0.17948718,0.315,1755,2070,20.3067,2.7,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"%23C8H.R{C8;!(","/4L /VF8^",,"<b{<u{^te>in",,,,"Road/Highway Embankment",,,,,,,,0.60975611,,0.60975611,,,,,,,,,0,0,,,,,,300,,,,,,,,,0
